what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"20.4-b02-402",1331560611677
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1331560611701
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1331560612286
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1331560612294
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1331560612418
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1331560612466
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1331560612599
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1331560612749
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1331560612805
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1331560612811
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1331560612814
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1331560612816
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1331560612830
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331560614209
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1331560634240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331560678915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331560685301
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1331560718054
started,bundle,shade.bterl,0.15.0.201202052049,"shade.bterl",1331560736961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1331560752635
opened,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331560777659
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331560777779
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331560790047
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331560791708
closed,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331560791709
opened,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331560794216
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331560794285
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1331560803278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331560803494
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1331560912837
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1331560912868
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1331560917737
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1331560917742
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1331560973657
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1331560973684
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1331560989236
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1331560989245
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1331560989251
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1331560993283
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1331560993336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561001091
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1331561001196
started,bundle,org.eclipse.php.core,3.0.1.v201201110400,"org.eclipse.php.core",1331561004353
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331561007798
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331561010980
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331561011184
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331561026377
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331561042664
started,bundle,org.eclipse.php.debug.ui,3.0.1.v201201110400,"org.eclipse.php.debug.ui",1331561057856
started,bundle,org.eclipse.php.server.ui,3.0.1.v201201110400,"org.eclipse.php.server.ui",1331561057878
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331561058665
started,bundle,org.eclipse.php.debug.daemon,3.0.1.v201201110400,"org.eclipse.php.debug.daemon",1331561058759
started,bundle,org.eclipse.php.server.core,3.0.1.v201201110400,"org.eclipse.php.server.core",1331561058772
started,bundle,org.eclipse.php.debug.core,3.0.1.v201201110400,"org.eclipse.php.debug.core",1331561059119
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331561062185
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331561062200
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331561064193
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331561064213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561102650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561147974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561188364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561217141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1331561236460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561256137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561275036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561276459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561288859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561289795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561947634
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331561950711
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1331561951552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561956782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561970619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331561989036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562180078
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331562180996
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331562191511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562198952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562250557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562254847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562266116
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331562268734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562270396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562273917
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331562319771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562349662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562355891
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331562355901
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1331562356010
started,bundle,org.eclipse.dltk.core.index.sql,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql",1331562356475
started,bundle,org.eclipse.dltk.core.index.sql.h2,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql.h2",1331562357180
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331562365320
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331562385687
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331562416481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1331562424128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562446937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562471786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562487630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562546099
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331562546492
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331562567121
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331562595534
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562595671
closed,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331562595672
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562599026
closed,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562599026
opened,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562600582
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562600635
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562602255
closed,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562602256
opened,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.eval.LiveExpressionsView",1331562606466
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.eval.LiveExpressionsView",1331562606486
opened,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.processlist.ProcessListView",1331562611294
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.processlist.ProcessListView",1331562611310
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331562616313
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331562618511
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331562641958
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331562677295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1331562685011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331562741807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331563972635
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331563972661
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331563986399
opened,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331563995282
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331563995330
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331564052786
opened,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331564053869
activated,editor,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.editors.erl.ErlangEditor",1331564053920
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331564058563
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.eval.LiveExpressionsView",1331564083152
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.processlist.ProcessListView",1331564085100
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331564090611
activated,view,org.erlide.ui,0.15.0.201202052049,"org.erlide.ui.views.navigator.view",1331564117905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331564140732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331564187984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331564192750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331564233905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331564235534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331564286515
